InputStoryid	RandomFifthSentenceQuiz1	RandomFifthSentenceQuiz2	AnswerRightEnding	context	nsp_pred	ppl_pred
62da5abd-bc0d-4da0-bbd8-a5f2626bfb1a	The t-shirt was a terrible color and I hated it.	The t-shirt was a terrible color and I loved it.	1	I purchased a T-Shirt on Ebay. Since my screen's brightness was low, I didn't see the shirt's color. The package came during the end up the week. I decided to open the box quickly.	2	1
0bebc49b-9dea-4926-8ab9-1c849bbfe83b	Mister Pink thanked Marie for her help.	Mister Pink suede Marie for malpractice.	2	Marle was a doctor. She performed surgery on Mister Pink. She took out Mister Pink's appendix and stitched him up. But Mister Pink was there for a vasectomy.	1	1
5c0197e8-fea0-4c59-a2bc-720dee8cfc7a	But he felt guilty.	Jerry loved pizza.	1	Jerry was running for class president. He ran a dirty campaign against his opponent. He made up lies and spread rumors. He won by a landslide.	2	1
5970257c-fa10-4f5a-b1c7-07e03694d296	Mary missed the bus and had to walk to her destination.	Mary got on a plane to go to her destination.	1	Terry had to catch a bus to make it to work on time. However, she met a series of misfortunes on morning. She lost her shoes and her keys. As she walked to the bus stop, she saw the bus starting to pull away.	1	1
f03fe39d-748a-46a8-b651-b0f6beb80095	This made Tom really happy.	My brother wore a red shirt.	1	Tom was jealous of his brother. His brother was older and stronger. His brother went wherever he wanted. One day his brother was grounded for staying out too late.	1	2
5397d7c2-4768-464c-9fbe-af0392290115	Tom never had to worry about laces again.	Tom's shoelaces started coming untied more often.	1	Tom was running in the park. His shoe laces became undone and he tripped and fell. Tom noticed people laughing at him when he got up. He went to a shoe store and bought shoes with a velcro strap.	1	1
3a9326e6-39b6-4bca-955d-0a0b65d7c3e5	The shoe store gained several customers.	The shoe store lost many customers.	2	The shoe store salesman was rude to me the other day. I told him his attitude was out of line. He quickly lead me out the store. I wrote a letter regarding my experience to the local paper.	2	2
e71a2eae-11c9-4144-bd70-af902ac259e3	That was why no one liked her.	Soon people discovered who she was and loved her.	2	Shy Anna was not very popular in high school. People thought she was too boring. Little did they know, by night she was a guitarist in a local band. Soon her band was garnering national attention.	2	2
2b07558a-52c5-4866-9be4-f734874b5ed8	I will miss Stacy a lot.	I hope Stacy invests in gold or another precious metal.	1	I got some bad news this morning. My lifelong friend Stacy was moving to Europe. As I hung the phone up, I started to cry. I spent all morning going through old picture albums.	1	1
7cb38ddf-1170-4430-b062-29661a57c01b	They loved it.	Sal was unemployed.	1	Sal the radio DJ queued up his music for the night and sat down. His assistant said they were having computer issues that day. Sal tried to fix it himself but he could not play any songs. Instead he just spoke to his listeners for two hours.	2	1
52e18bbe-6041-4f8b-9674-59c2ba53362a	Greg was promoted by his manager.	Greg was then fired from his job for being too violent.	2	Greg was a nurse. Some people called him a murse. He hated that term because it was stupid and insulting. He punched each of them in the face.	2	2
b2af50f0-5071-45d6-aebb-fc46d55e55e9	Brian's teacher praised Brian's performance on the test.	Brian felt lucky that he got a C on the test.	2	Brian was a highschool student who felt sure of his intelligence. He had a big test coming up but felt sure that he would pass. Brian did not study for the test. When Brian took the test, he realized he was unprepared.	1	2
55902c5f-753a-44b3-81b0-0a967d5f81c9	Artie was glad this happened.	Artie was quite upset.	2	Artie had a baseball he had acquired as a child. His father had given it to him as a gift. Artie decided to give it to his son as a heirloom. His son lost the ball one day at the park.	1	2
e38f97ed-17ff-440d-b4d6-20dbd755f6e3	I decided to start a blog.	I decided I wasn't a good writer.	1	I wrote a prompt and posted it online. Readers of my prompt wanted more. I wrote a short story that expanded on the prompt. My prompt readers grew and they wanted even more.	1	2
a99e1956-703b-4289-8ddf-038b9f68aef2	James was proud of himself.	James was ashamed.	1	James was having a girl over for dinner. He was excited but nervous about cooking a meal. After looking up recipes, he went to the store and got ingredients. He went home and cooked a very nice meal for two.	1	1
e103dd1b-f845-4cd1-8a6e-8057eabe91d8	Danny loved peanut butter anyway.	Danny hated peanut butter.	1	Danny was craving a peanut butter and jelly sandwich. He got out his bread and put on the peanut butter. Quickly after he remembered he didn't have jelly. Instead of going to store, he just ate it as is.	1	2
f0781efc-3ea7-4cc6-a130-0323e0483fed	Timmy was upset that Billy Idol would visit him.	Timmy got to meet Billy Idol.	2	Timmy was going to die of bone cancer. There is no known cure. His final wish is to meet his Idol. His favorite singer, Billy Idol.	2	2
5b6fe5d3-a3eb-4c0e-89f8-e47cba5b1313	The bath relaxed us and we went to sleep.	We decided to never come to Amsterdam again.	1	My boyfriend took me to Amsterdam for New Years. It was extremely romantic. We watched the fireworks from our hotel room. Afterwards, we took a steaming hot bath together.	2	2
4c6bafad-35e4-40e1-8602-1cc3e5340f9b	Fred felt agitated.	Fred felt relaxed.	2	Fred went on vacation. He got on the bus and headed to Miami! He got some sun on the beach! He ate lots of fish!	2	2
b54615d2-fd13-474d-8378-c61a1546df1d	Candice was sad that people didn't like her apartment.	Candice was happy that people liked her apartment.	2	Candace is excited that she has moved into her own apartment. She decides to throw a party to celebrate. Candace makes food and invites her friends and sister. Everyone loves Candace's new apartment.	2	1
0ec3f991-c64f-4648-a721-0355132aa6fa	Tim had to get the car to find his dog.	Tim was relieved his dog ran out.	1	Tim stepped out to check the mailbox. He didn't close the door all the way. His dog shot out at a full run. Tim tried to catch him but it was too late.	2	1
8c0d6094-7f27-405c-b79d-324230951b7e	After all of his work, he had very tasty french fries to eat.	Tony then ate the small casserole.	1	Tony wanted to make french fries. He bought a big bag of potatoes. Then, he cut the potatoes into strips. He fried the potatoes into french fries.	2	1
cdaa6d3c-fcc7-430c-811a-2bab0102df39	Mary had a wonderful time at prom.	Mary stayed home due to the weather.	1	Mary was unhappy. She saw the weather forecast for her prom, and it said rainy. The dance was outdoors and rainy would ruin it! But then on prom night, the weather cleared.	1	1
280f56b5-e453-437a-8a2e-6b58b684f629	Bob was livid!	The mechanic was given a promotion.	1	Bob dropped off his car to get an oil change. When he got his car back it started to sound funny. Smoke began to come out of his car. The mechanic forgot to put oil in his car.	2	2
2548c7dc-5014-4c3d-8610-631e14f2aaf6	Sammy got along really well with the new puppy.	Susan got rid of her other dog when she got a new puppy.	1	Susan was five Year's old when she got her first puppy. She named the puppy Sammy. Sammy was a black Poodle. Susan mom bought her another puppy so Sammy would have a playmate.	2	2
f5f74340-586b-4574-a347-711f91f4dcbf	Anna does not have neighbors.	Her neighbor gave her a candy bar.	2	Anna was craving candy. She had none in her house! She was desperate for junk food. She went next door and asked her neighbor.	2	2
ef2e8f43-68de-4c0c-ab6f-8c8e1f3ae032	His attempt to fix the painting failed!	The painting turned bright pink!	1	Dave painted in his bed. The splashed some blue on the canvas. The canvas then needed some red! He then threw in some yellow paint!	2	2
a8de583c-bb22-4f79-80e5-8fa63d2cc478	Aaron was furious because his tuxedo was ruined.	He laughed it off and ordered another drink.	2	Aaron sipped a fruity drink on the beach. He had been waiting for this vacation for months. Out of nowhere, a volleyball slammed into his lap. His drink was knocked out of his hand.	1	2
17839b9c-2cb0-49f6-863b-286f2aacbbb4	I turned the GPS off and found a better way.	It was stressful but I finally made it to my destination.	2	I was driving down a very unfamiliar, congested highway. The GPS directed me to a longer route on a different road. I gladly took the other road, but it soon became a nightmare. The road twisted and turned, and I had no choice but follow the GPS.	1	2
c57406cd-91ee-43cb-b94f-c014117b714b	Jill's headache went away.	Jill asked him for a pizza.	1	Jill's health class was visiting an acupuncture clinic. Their teacher told them that although it was alternative, it worked. During the visit, Jill got a horrible migraine. The acupuncturist offered to treat her.	1	1
24136530-ec7b-45c5-a68c-778db278330d	We enjoyed our time playing ping pong with grandpa.	We were disappointed to go home empty handed that day.	2	My grandpa took my brothers and I fishing in the summer. We went to a small pond close to his house. He set up our fishing poles and we began to fish. It was so boring when nobody caught any fish.	1	1
63a6e5bd-8872-442a-a706-0621525bdaab	They ended up giving up.	They were eating pizza.	1	Some kids were in trouble for throwing rocks. The men at the park chased the kids. But the kids were faster, and got away. The adults searched the woods for 20 minutes.	1	1
3780e0e6-e6d9-44bd-93ba-dfba822abad7	Kathy decided to become a sushi chef.	Kathy obtained a job in the physical therapy field.	2	Kathy desired to be a Physical Therapist since she was in high school. In college, she took many classes and applied for graduate school. After a period of waiting, she finally received her acceptance email! She made her way through schooling and graduated with her degree.	2	2
7469bc7d-e517-4514-be0c-1529a509757e	My mom missed the old furniture.	The living room had a brand new appeal.	2	Mom thought the living room furniture looked old and shabby. It was time for some new seating. She bought the perfect set. The new furniture looked and felt great.	2	2
3f10da40-53ee-4635-86b0-dd9527653237	George deleted his hard drive.	George finished his manuscript and celebrated.	2	George was in a bit of a pickle. He had a deadline that was rapidly approaching. He only had a few more pages to go in his book. He sat down at the computer and was struck with inspiration.	2	2
4b33a329-5807-4ab5-a4df-38a83f8e5e18	Alice waited for it to cool and then ate a serving.	Alice put the pudding right into the garbage disposal.	1	Alice had a lot of leftover bread. She didn't want to waste it. She decided to mash it all up and make a big batch of bread pudding. It came out looking delicious!	2	1
a5361a49-4cf3-48fc-b7d9-34fb1fedaaf5	Amelia was very pleased.	Amelia was upset her friend taught her to sew.	1	Amelia wanted to learn how to sew. Amelia's best friend knew how to sew, and so Amelia asked her how. Her best friend was happy to teach her. After a bit of practice, Amelia made a dress.	2	2
40669bbc-93fc-4f36-8485-995eff82987a	He stopped playing games.	He was satisfied with it.	2	Albert was looking for the perfect gaming mouse for his PC. He searched a variety of sites and read lots of reviews. He found the perfect site with the best prices on what he wanted. He bought an MMO mouse with a very high DPI.	2	2
c6b10220-cc2e-41f3-8997-8a8af757e1b7	She told her grandma to find her own ride.	Her grandma climbed in and they drove home.	2	Jill was driving her car. She accidentally passed the building she was looking for. She turned around. She then saw her grandma and offered her a ride.	1	1
9d159b40-db33-4f71-b38a-079961d1201d	The woman thanked him for rescuing her.	The woman thought Olaf was useless.	1	Olaf was hiking in the woods when he found another hiker, lost! The woman had been hiking for hours trying to find her way back. Olaf took her back to the base station and fed her. Then he helped her make a phone call to her friends.	2	1
ed4bc144-dec0-447e-8dde-879fd2ebfbac	Doug and Patty were delighted at their success.	Doug and Patty did not sell much lemonade.	1	Doug and Patty set up a lemonade stand in front of their house. They were surprised how many customers they had. They sold out before noon. They made more, selling all that as well.	2	2
e77aca43-0c27-4f92-aa9a-8f234b22080c	The network cast her in the show.	The letters made no difference.	2	Jeanne enjoyed watching crime drama on television. Her favorite show was cancelled. She wrote a letter to the head of the network. She encouraged her friends to write letters as well.	2	1
8279ac4e-00a5-4983-9fc8-6342c93ffb12	Molly laughed in Mark's face and left.	Molly said yes.	2	Mark and Molly had reservations for a popular restaurant. When they arrived the hostess seated them at their table. They ordered from the menu and waited on their food. When dessert arrived Mark asked Molly to marry him.	1	2
d8961a6b-9f18-4c76-a2b4-ad8174ccb62a	I gave him the right number and hung up.	I shook the student's hand and thanked him.	1	I was working at the front desk. I got a call from a strange number. It was a student wondering about his application for college. He had called the wrong number.	1	2
0b2277ad-811a-4cc3-b2ee-1c634aa4ae6c	I was really excited about my dress.	I don't even remember the game.	2	I went back to my hometown last weekend for a big football game. I met up with a bunch of my friends. We started drinking at 1pm for a 7pm game. By kickoff I was pretty drunk.	2	2
e0e8cc60-87d2-4273-9066-e7b86e9c82e5	Jake wore a navy blue suit.	When Jake got to his family he was happy his trip was over.	2	Jake was going on a road trip to see his family. He Got in the car and drove. The car's tires exploded due to too much air. Jake hitchhiked for 30 miles.	2	2
5ca3e69b-e8ef-4bbb-87f5-1a8736a9e9a4	Jill asked her question.	Jill was suspended for not asking her question.	1	Jill was in class nervous. She had a question for the teacher. She was afraid to ask. She finally got the courage to ask the question.	2	1
da3219e3-3776-4964-8924-763b97c22eec	Jimmy ate a sandwich for lunch.	Jimmy still loves alligators but now respects their wild nature.	2	Jimmy loved alligators. When he was little, his grandfather took him to an alligator farm. The workers let Jimmy sit on an alligator. The reptile didn't like this and tried to bite Jimmy.	2	1
d51a8925-811f-4851-bc58-c6eca7660b3f	Lary had never been so calm in all his life.	A man helped him recover.	2	Larry hated going to the mall. He was stuck there last Saturday. It was particularly packed due to sales. He started having a panic attack in the middle of a crowd.	2	1
1b133de9-9659-45b5-af65-092b14ad6c14	Gina's neighbors complained that she was spying on them.	She was jealous that her neighbors had a pool.	2	Gina was in her room. It was in the basement. She had one small window which let in the light. It looked out on the neighbor's yard	1	1
9cb46fe3-9e19-49ec-9ccb-754ac2e24f5a	The old man threw rock at the dogs until they left his property.	The dogs were great comfort and company for the old man.	2	There was a home of poor dogs wandering the streets of Alaska. They had trouble finding people to feed them. Eventually they ran into a rich, old man who took them in. He fed them and gave them a great home.	1	2
b76b7d12-545b-48da-bb70-68e28ffe8ba0	Jack didn't bother to close the window.	Jack closed the window.	2	Jack woke up before his alarm at 4:30 am. He was shivering under the blankets. He looked over and saw he had left the window cracked open overnight. A strong, chill wind was blowing in through the open window.	1	1
45e9f956-c327-4594-8ff6-b8ece2fda085	The mayor had just emerged from a seedy back-alley motel.	The mayor told him he had better things to do.	2	Jake lives in Flint Michigan. One day he went to run himself a bath. He was very upset to see that the water wasn't clean. Jake called his mayor to complain.	2	2
f37b341e-de1e-45bb-99c1-de21f9321880	The therapist curtly said she couldn't share that information.	The therapist told the mother everything her son had said.	1	Lara started seeing a therapist. She mentioned this to her mom on the phone. Her mom called the therapist, demanding information. She wanted to know all the bad things her daughter was saying.	1	2
a9dee1a6-2a0e-45a9-bf81-f64a681ebf97	Janie loved cats.	Janie hated cats.	1	Janie was outside one day when she heard a high-pitched noise nearby. She looked all around for the source of the noise. Finally, she found a litter of kittens under a bush! She decided to take care of the kittens.	1	1
61ebf1dd-408e-49e4-800e-dc09531d8779	Pam's daughter became good at bargain hunting.	Pam's favorite store was Saks Fifth Avenue.	1	Pam loved to use coupons. She asked all her friends to give her old newspapers. Pam would go through each newspaper and cut out the best coupons. She made an effort to include her daughter to teach her to be frugal.	1	2
6e461b20-765b-41ff-9e07-8163258e12cd	We shared the prize equally among all of us.	I had such a horrible time I never went out with them again.	1	I like to go to comic conventions. One year, I went with all of my friends. We all had matching costumes. We even won the costume contest!	1	2
1866ac09-a297-48ef-bdf0-26e8bb50ca5b	Her father came and removed the spider.	Darla decided to make the spider a pet.	1	Darla was afraid of spiders. One day, as she was cleaning her room, she saw one on the wall. She screamed and jumped away. She yelled for her father to come in and help.	1	1
df0d8e95-7aeb-42da-be3e-f1769d467cee	He was happy about how well he skateboarded that day.	He limped home with his legs bleeding.	2	Leon decides to get out of the house one day. He gets his skateboard to go for a ride. Leon tries riding down the biggest hill in his town. Unfortunately, he falls and bumps his knees.	1	1
ad58dddf-affa-476a-9aa4-9cb9c24a0b6b	I won't eat pizza for a long time.	I want to go back and get more pizza.	2	Last night I had the best pizza. I went to bertucci's and had a pepperoni pizza. The sauce was delectable and the meat was divine. I ate the entire thing.	1	2
f139e4bd-d61f-47c2-97b1-a2c512db436c	John then failed the project because of his dog.	John's assignment was the best looking in his class.	1	John was working on a science project display for school. When he finished his project, he placed it by his bedroom window. After putting the project down, John left the room and watched tv. While watching TV, John's dog destroyed his project.	1	1
02ca45f7-3d0b-425c-8fef-e997c6f249ac	Eventually Ed got the chipmunk to eat out of his hand.	The chipmunk was so terrified it bit Ed's hand.	1	A little chipmunk made it's home in Ed's backyard. For weeks he tried to feed it a peanut out of his hand. It got a little closer every day. Finally, the chipmunk took it.	1	1
2b3b20fa-8a36-49a1-9fa7-fa0593a2faf8	He reached for the bowl and enjoyed the candy.	He placed the stool on the deck.	1	Tray wanted candy. He could not reach the bowl. That did not stop him. He got a stool.	1	2
30cf8dc4-0d44-4195-80c5-8de3da99f4c1	But they had a great time!	Charlie stole a car.	1	Charlie and some neighborhood kids built a snowman. They decided to jazz it up by adding food coloring to color it. They used up all the food coloring in all of their houses. All of their parents were upset because they stained their clothes.	2	1
641d7645-8f23-4ea1-8e86-bc2588c13c4d	Amy threw a brick through the window of the shop.	Amy decided she didn't need the yogurt anyway.	2	Amy liked to take a walk on her break at work. This day she decided to walk to the frozen yogurt place. When she arrived they were closed. This was odd for the middle of the day.	2	1
ca236992-73c2-445d-88a2-a964f5edf3f8	He hates that he met so many people.	He goes to bed.	2	Jason decides he wants to get out of his house and see other people. He goes to the local pool hall to play a few games. At the pool hall he meets other guys. He goes home after spending a few hours there.	1	1
2e06c057-28dd-40bb-9e91-a8fba944f5fe	The kid stole some things from the house.	The house owners came home and welcomed the kid.	1	A kid walked past an old house in his neighborhood. He looked in the windows to see if anyone was home. There was not any signs of an inhabitant. The kid broke in and explored the house.	1	1
6b31de4f-ce0a-4829-97c0-05b1dff49021	Jane quit her classes and took up accounting.	Jane decided to care for a dog.	2	Jane wanted to be a veterinarian. She took many subjects in school towards that goal. One course required that she spend forty hours caring for an animal. Jane liked lots of animals and couldn't decide which to choose.	2	2
37e9b5cf-cdcd-4a7f-916f-0ff59454b678	Sue made an appointment with the doctor as a last resort.	Sue was relieved that her sore throat cures worked.	1	Sue had a sore throat. She didn't know what to do. She took cough drops and that didn't work. She made hot tea, and that didn't stop the soreness.	2	1
6e651089-b774-43e3-ad4f-300f9ee3075c	Sammy ran away from home and Greg.	Greg was happy that Sammy was his dog.	2	When Greg was 5 years old, he received his first dog. It was his favorite kind of dog, and he named it Sammy. Sammy was a purebred poodle. After a few years, Greg came very close to Sammy.	2	2
38cc396f-e631-4605-afde-c57a9859d6ad	I was sad.	I felt very satisfied.	1	I convinced my friend to vote for my favorite candidate. I managed to make them enthusiastic about the process. On election day they never showed up to vote. I forgot to tell them what day it was.	1	1
8f941d37-7c7b-4231-b3ed-0ba84d5241d0	I hate it there because it's so expensive.	I'm happy to be a member there and work out often!	2	There is this amazing gym near my house. It has all the workout equipment I could ever ask for. The best part is that the membership is only ten dollars per month. That's one of the cheapest I've ever seen.	2	1
3d77854a-7b40-4bb8-a7d6-0b0610c4bb65	The children laughed as they hunted the eggs.	The children apologized to Jane.	1	Jane was hiding the kids for her children to hunt. She put them all over the back yard. She hid an egg under a pile of leaves. Jane was excited for the children to hunt.	1	1
0173ff11-6a58-4bbc-bc1a-7cd1e58046ae	Jane just went home.	Jane bought one of the desks.	1	Jane needed a new desk. Her previous desk was old and falling apart. She went to a store and tried to find a likeable style. Jane did not like any of the desks at the store.	2	2
e6057ea7-eef6-41c8-914f-4397202d7341	She had fun climbing.	She was very disappointed.	1	Kate was on a field trip to the park. She loved the monkey bars the most. There was a line to use them when she got there. When it was her turn, she hopped up gleefully.	1	2
7d7a05be-2a74-4997-bacb-64a9cff62436	One of Mike's friends realized he had the license in wallet.	Mike was sure he would pass through without incident.	1	Mike went with his friends to party in Tijuana. They all drank too much and slept way too little. Returning from the trip, Mike couldn't find his license. As they approached the border, he was extremely nervous.	1	1
b4e37016-f809-4a68-b7b8-deb3809864af	I found the drink to be bitter-tasting.	I asked for a second round of the same drink.	1	Today was my 21st birthday. Since I'm able to drink, my friend took me to a bar. She order her favorite drink, specifically for me. After taking a sip of the drink, I was disgusted.	1	2
09c4e57f-98e9-4036-b888-c28fd672757e	Chuck knew he needed a walk so he talk his dogs out.	Chuck kicked his dog away from him.	1	Chuck joints creaked as he stood up from the computer. It was a short walk to the side table where he had left his phone. He was going to make one quick phone call before returning to work. The dogs met him at the door with earnest faces.	1	2
d55b47cd-b0ab-4cf2-a9d8-f4a25e84e607	Ray hoped they would not admit him.	Ray hoped he would be admitted.	2	Ray wanted to get into a good college. He had to write an essay. He tried very hard. He put in a lot of effort.	2	2
7493b19b-ff80-4e33-87b9-14df08e8026e	Now I am happy and I have a great new job.	I decided I didn't want to work anymore.	1	I was sick of being unemployed. I decided it was time to get a job. I scoured listings on the internet and sent out resumes. Finally, a company asked me to come in for an interview.	2	2
cb9d278c-472d-4ab3-9bc6-dda078399fcf	He was very happy that the program took that amount of time.	Joe's computer began working well once the program was complete.	2	Joe turned on his computer and noticed a problem. There were programs he did not install and he could not delete them. Joe went to the store and purchased and antivirus program. Joe ran the program on his computer for hours.	2	1
140d0d9e-0aef-4d98-bade-38f716b5f525	Being accepted made Joe very sad.	Being accepted made Joe very happy.	2	Jon wanted to become a professional plumber. So, he applied to a trade school. He waited months for his decision. Fortunately, he was accepted.	2	2
6a77c4a9-cb61-4511-a962-732276defb09	Sarah decided videogame were stupid.	Sarah brought it home and used it.	2	Sarah was watching television. A commercial came on for the new Xbox. Sarah immediately drove to her local electronics store. She bought a new Xbox with a headset and extra controller.	2	2
4776cf79-52c8-46ed-b293-1eb187f6135c	She got a parrot and named it Bear.	She bought a cat and let it roam the house.	1	Shelly wanted a pet. But her mom was allergic to cats. And their apartment was too small for a dog! Then Shelly thought of a solution.	2	2
1f946ee7-e015-4bc5-8e59-745df5dff85c	Rob fired the employees.	Rob was glad his employees thought so highly of him.	1	Rob was in charge of all the people at work. Rob though everybody liked him. One day Rob heard his employees saying mean things about him. Rob's feelings were hurt.	1	2
2c613774-5377-4b30-9609-dd8441689ac6	Jacob did not want to take a pumpkin home.	Jacob chose this special pumpkin for himself.	2	Jacob's class went on a field trip to a pumpkin patch. Chaos ensued as the children ran to grab pumpkins. Unlike the others, a still and observant Jacob scanned the field. Suddenly, he spotted a large, green gourd peeking out near the fence!	2	1
f62b254f-3afd-42ce-be68-79c108f9647e	Kay was relieved because she had moved on to peppermint.	Kay was crushed!	2	Kay loved Ice Cream. She visited Cold Stone and discovered they had cinnamon ice cream. She ate cinnamon ice cream every week for 3 months. One day she returned and was told the ice cream was no longer sold.	1	1
e92be4f9-2d71-434d-9ba6-2fde32a359c7	Megan's coworker was angry that she lied about eating her cake.	Megan's coworker was proud of her.	1	Megan ate the last piece of cake from the fridge at her work. The next day her coworker asked her if she ate their cake. Megan lied saying that she wasn't the one. However, another coworker saw her eat it.	1	1
978731d9-ad40-4474-8b89-b7e9b1fac7d8	Tina was glad she got her exercise for the day.	Tina cried.	2	Tina had a little glass doll she kept in her pocket. One day Tina was playing hide and seek. As she was running, Tina tripped and fell. When she looked in her pocket she saw that her doll was broken.	2	1
64b2cd31-b17d-4a8e-bf6b-d551b4543935	It was terrible.	Cora's face was swollen.	1	Cora was nervous. She was at her first haircut appointment ever. She wondered how she would look with short hair. Then she saw herself in the mirror and gasped.	2	2
591cfa57-3959-48c9-859c-160764872874	She love the flowers.	She angrily told him to get out.	1	Peppa's grandpa visited her and her brother george at their house. Peppa's grandpa had a green thumb and he planted few seeds in garden. He left and came back after a week to find beautiful flowers had grown. Peppa's grandpa took some flowers to grandma as a surprise	1	2
4a23b14a-36a8-4c52-98a4-9cfe6de63aa7	Her dad smiled because Gina had done a meticulous job this time.	Her dad took the car to the mud races.	1	Gina washed her dad's car. He wasn't satisfied with the job she did. She washed all the missed spots and double checked the car. She had him inspect the car again.	1	1
dda7e7e6-07e1-40ad-9d0b-def5856c26ef	Randy was able to get a dog with his dad.	Randy bought a lizard with his dad.	1	Randy wanted to get a dog so bad. Randy's mom was allergic to dogs. Randy asked if he could move in with his dad. His dad said yes.	1	1
aa7335a5-5409-4c52-bd72-81d3e26f2aad	Johnny didn't care about the bike.	Johnny found out his friend took the bike.	2	Johnny rode his bike to the hobby store. He parked his bike out front. When he came out his bike was gone. Johnny looked all over.	2	1
4bf9a56e-19c6-40c4-8640-558e8e0096f9	Mike enjoyed the chance to help pets find a home.	Mike didn't like the dogs or cats.	1	Mike really loves pets. Unfortunately his apartment building doesn't allow pets. He tried to persuade building management but they didn't agree. Mike decided to volunteer at his local humane society.	1	2
e4856657-9d0e-4c9a-aa79-08818c7a9bc7	He took the right path and discovered a small waterfall.	He turned and went back home instead.	1	Tom was hiking one day. He always traveled on the path. Soon, the path split into two. He didn't know where to go.	1	1
4fa20b48-acb4-498b-9bc3-1e5f3ebfeb19	I felt very free and relaxed.	But I had too many lines attached to me.	2	The nurse admitted me into the intensive care unit. When I woke up, there were no lights around. The time was 3:20 in the afternoon. I tried to look outside of the room window.	2	1
85797209-09bd-4dc5-80d3-634dfc9d0002	He was sad about getting the coupons.	He invited some friends to have lunch with him at McDonalds.	2	Taj loved to eat McDonalds. He wrote McDonald's an email appreciating them for their service. A McDonald's representative was able to reply the next day. Taj got $50 worth of McDonalds coupons in the mail!	2	2
9415a1b6-32bd-4b02-972e-f6b2f9f068f3	Jerry discovered it was the switch that was broken.	Jerry stayed in the dark because he forgot to buy any light bulbs.	1	The light didn't come on when Jerry flipped the switch in his room. He had to go to the store to buy lightbulbs the next day. He carefully removed the old bulb. The new one was then screwed into place.	2	2
f4749262-8596-4e4d-aefc-6b2aa3b3a967	Micky was offered the job the next day.	Micky made reservations at a motel.	1	Micky wanted a job. He began to look in the classifieds in the local paper. He went on several interviews. Micky was finally called by one of the companies he applied at.	1	1
79636cda-688f-4fe6-b8c6-3baf5cff25c4	Suddenly Abby understood why her dentist warned against sugar.	Abby went to the pantry and got her dog a Milk Bone.	1	Abby loved candy. She was given her allowance for the week. She decided to spend it all at the candy store. She started to notice a numb ache in her tooth.	1	2
750dbb85-23a6-4fe3-9f29-6fd4aedf6350	He was overjoyed when his wife told him that she was pregnant.	Del's wife told him that she had breast cancer.	1	Del hurried home from work. He was very worried and anxious. His wife had said she had important news for him. But when he got home, he saw his wife was smiling.	2	1
acea8b1b-cdda-43b6-84bc-ad23746ea6d8	I was happy to get paid overtime.	My boss fired me.	1	I was at work yesterday when my boss came over. He said that we were behind schedule. He asked if I could help out a bit. I would get paid overtime.	1	1
d934a35e-b278-4c4c-9c10-6463a7a515cd	My friend really enjoyed getting bitten by the cow.	My friend had a less than fabulous time there.	2	We went to a petting zoo together. My friend bought food to feed the animals. She tried to feed a carrot to a cow, but it bit her. She didn't even know cows would bite humans.	1	1
17af4d5b-7f95-4383-a5fd-a5ec2755e82d	Neil was bored of the trip and went home.	Neil was happy he made the trip.	2	Neil wanted to see ancient temples and ruins. He decided Asia was a great place to start. He flew to Cambodia and went sightseeing. He saw so many old temples in the jungles there.	1	2
75fc2f0f-e751-4f38-998b-d79acbdfd731	Neil had a wonderful view of the city.	Neil decided not to come to London anymore.	1	Neil loved visiting London! He thought it was charming and friendly. But he wanted a better view. So he bought a ticket on the huge London Eye ferris wheel.	1	1
0d6e1ac8-44fb-45dd-a11f-47bdf282e9d6	Sam stayed at the bar rather than go home and be surprised.	That night Sam told his wife that he wanted a divorce.	1	Sam hated surprise parties. He found out about one by his wife. She had put in a lot of effort. All of his friends showed up.	1	2
38d3fb18-1eb3-45b6-8115-f976ebef6642	He grabbed the pole and pulled out a huge flounder.	He shot at the deer, but missed.	1	Joe went fishing. He sat by the river a long time. Suddenly his pole went down. Joe jumped to his feet.	1	1
99d14ada-400e-43bb-9b0f-35d14c9d57b7	Tori was happy her mother knew.	Tori was grounded.	2	Tori stole a candy cane from her Christmas tree. Her mother had told her not to. She thought she had gotten away with it. However, her mother noticed and punished her.	1	1
a74a380c-299c-4b3e-8276-82010047905c	Paula eventually became accustomed to being away from her mother.	Paula's mother took a seat next to Paula.	1	It was Paula's first day of Kindergarten. She was excited to be one of the big kids. When it came time to leave her mother at the door, she cried. Eventually Paula left her mother and took a seat in class.	2	2
97d4a876-1e32-4d63-a38e-171972cabcf4	The ice kept his drinks cold the whole day.	He poured all of the ice down the drain, and went to sleep.	1	Ivan was heading to the beach for a day of picnicking. Then he remembered he'd forgotten to put ice in the cooler! He stopped off at a small general store. There, he bought a few big bags of ice and put them in the coolers.	1	2
14366a81-ca57-4193-85c8-4baf29b49523	Ky grabbed hair paint and colored her hair.	Everyone at school loved Ky's hair.	2	Ky was doing her hair. Her pigtails were always lopsided! She just couldn't get them straight. Finally she gave up and went to school with lopsided pigtails.	1	2
b5d9fea0-b4fd-4550-a158-636f5bb7216f	I left the table before she could speak.	We spoke and ate for two hours.	2	I just became a certified personal trainer! I have been working at this for Years. My wife took me out to dinner to celebrate. I told her at dinner all the plans I have to bring on clients.	2	1
